"x","y_obs","weight","y_calc","y_bkg"
25.578,126.0,0.00794,122.346,43.066
25.594,153.0,0.00654,156.334,43.063
25.61,206.0,0.00485,220.522,43.059
25.626,301.0,0.00332,336.478,43.055
25.642,411.0,0.00243,527.435,43.051
25.658,668.0,0.0015,806.307,43.048
25.674,1088.0,0.00092,1160.77,43.044
25.69,1690.0,0.00059,1541.718,43.04
25.706,2069.0,0.00048,1863.17,43.036
25.722,2096.0,0.00048,2037.28,43.033
25.738,2033.0,0.00049,2048.714,43.029
25.754,1898.0,0.00053,1948.419,43.025
25.77,1812.0,0.00055,1771.123,43.021
25.786,1525.0,0.00066,1517.221,43.017
25.802,1123.0,0.00089,1206.022,43.014
25.818,841.0,0.00119,890.511,43.01
25.834,615.0,0.00163,617.785,43.006
25.85,408.0,0.00245,410.658,43.002
25.866,248.0,0.00403,270.697,42.999
25.882,169.0,0.00592,185.528,42.995
25.898,126.0,0.00794,137.657,42.991
25.914,95.0,0.01053,111.616,42.987
25.93,89.0,0.01124,96.91,42.983
25.946,82.0,0.0122,87.72,42.98
25.962,79.0,0.01266,81.264,42.976
25.978,89.0,0.01124,76.322,42.972
25.994,90.0,0.01111,72.353,42.968
26.01,73.0,0.0137,69.086,42.965
26.026,64.0,0.01562,66.358,42.961
26.042,69.0,0.01449,64.055,42.957
26.058,69.0,0.01449,62.094,42.953
26.074,62.0,0.01613,60.411,42.949
26.09,65.0,0.01538,58.956,42.946
26.106,52.0,0.01923,57.693,42.942
26.122,49.0,0.02041,56.586,42.938
26.138,52.0,0.01923,55.613,42.934
26.154,56.0,0.01786,54.753,42.93
26.17,58.0,0.01724,53.99,42.926
26.186,47.0,0.02128,53.312,42.923
26.202,45.0,0.02222,52.704,42.919
26.218,41.0,0.02439,52.159,42.915
26.234,39.0,0.02564,51.67,42.911
26.25,47.0,0.02128,51.228,42.907
26.266,43.0,0.02326,50.829,42.904
26.282,55.0,0.01818,50.467,42.9
26.298,52.0,0.01923,50.14,42.896
26.314,42.0,0.02381,49.842,42.892
26.33,40.0,0.025,49.571,42.888
26.346,39.0,0.02564,49.325,42.884
26.362,40.0,0.025,49.101,42.881
26.378,35.0,0.02857,48.896,42.877
26.394,44.0,0.02273,48.711,42.873
26.41,47.0,0.02128,48.541,42.869
26.426,40.0,0.025,48.388,42.865
26.442,40.0,0.025,48.248,42.861
26.458,53.0,0.01887,48.122,42.858
26.474,57.0,0.01754,48.008,42.854
26.49,42.0,0.02381,47.905,42.85
26.506,44.0,0.02273,47.814,42.846
26.522,46.0,0.02174,47.732,42.842
26.538,47.0,0.02128,47.66,42.838
26.554,51.0,0.01961,47.598,42.834
26.57,57.0,0.01754,47.544,42.831
26.586,52.0,0.01923,47.499,42.827
26.602,61.0,0.01639,47.462,42.823
26.618,69.0,0.01449,47.433,42.819
26.634,60.0,0.01667,47.412,42.815
26.65,61.0,0.01639,47.399,42.811
26.666,51.0,0.01961,47.393,42.807
26.682,52.0,0.01923,47.395,42.804
26.698,56.0,0.01786,47.405,42.8
26.714,45.0,0.02222,47.423,42.796
26.73,55.0,0.01818,47.449,42.792
26.746,49.0,0.02041,47.483,42.788
26.762,59.0,0.01695,47.525,42.784
26.778,44.0,0.02273,47.576,42.78
26.794,43.0,0.02326,47.644,42.776
26.81,57.0,0.01754,47.714,42.773
26.826,60.0,0.01667,47.794,42.769
26.842,43.0,0.02326,47.884,42.765
26.858,62.0,0.01613,47.985,42.761
26.874,58.0,0.01724,48.105,42.757
26.89,51.0,0.01961,48.231,42.753
26.906,57.0,0.01754,48.372,42.749
26.922,50.0,0.02,48.528,42.745
26.938,50.0,0.02,48.7,42.742
26.954,60.0,0.01667,48.891,42.738
26.97,52.0,0.01923,49.102,42.734
26.986,50.0,0.02,49.335,42.73
27.002,58.0,0.01724,49.592,42.726
27.018,59.0,0.01695,49.877,42.722
27.034,43.0,0.02326,50.193,42.718
27.05,44.0,0.02273,50.544,42.714
27.066,66.0,0.01515,50.934,42.71
27.082,60.0,0.01667,51.368,42.706
27.098,67.0,0.01493,51.855,42.702
27.114,49.0,0.02041,52.4,42.699
27.13,58.0,0.01724,53.014,42.695
27.146,50.0,0.02,53.71,42.691
27.162,65.0,0.01538,54.501,42.687
27.178,62.0,0.01613,55.41,42.683
27.194,58.0,0.01724,56.469,42.679
27.21,68.0,0.01471,57.738,42.675
27.226,67.0,0.01493,59.32,42.671
27.242,78.0,0.01282,61.388,42.667
27.258,72.0,0.01389,64.192,42.663
27.274,77.0,0.01299,68.019,42.659
27.29,77.0,0.01299,73.082,42.655
27.306,88.0,0.01136,79.394,42.651
27.322,89.0,0.01124,86.67,42.648
27.338,111.0,0.00901,94.379,42.644
27.354,134.0,0.00746,102.208,42.64
27.37,128.0,0.00781,111.259,42.636
27.386,141.0,0.00709,125.116,42.632
27.402,178.0,0.00562,150.528,42.628
27.418,217.0,0.00461,198.552,42.624
27.434,316.0,0.00316,284.76,42.62
27.45,456.0,0.00219,425.509,42.616
27.466,694.0,0.00144,628.946,42.612
27.482,1006.0,0.00099,884.106,42.608
27.498,1343.0,0.00074,1153.575,42.604
27.514,1580.0,0.00063,1374.553,42.6
27.53,1665.0,0.0006,1486.827,42.596
27.546,1675.0,0.0006,1486.196,42.592
27.562,1585.0,0.00063,1415.934,42.588
27.578,1422.0,0.0007,1303.999,42.584
27.594,1207.0,0.00083,1145.645,42.58
27.61,967.0,0.00103,940.357,42.576
27.626,763.0,0.00131,718.105,42.572
27.642,573.0,0.00175,515.163,42.569
27.658,421.0,0.00238,353.466,42.565
27.674,309.0,0.00324,239.155,42.561
27.69,217.0,0.00461,166.696,42.557
27.706,169.0,0.00592,124.678,42.553
27.722,144.0,0.00694,101.496,42.549
27.738,122.0,0.0082,88.557,42.545
27.754,106.0,0.00943,80.73,42.541
27.77,104.0,0.00962,75.427,42.537
27.786,101.0,0.0099,71.472,42.533
27.802,92.0,0.01087,68.349,42.529
27.818,86.0,0.01163,65.81,42.525
27.834,83.0,0.01205,63.713,42.521
27.85,90.0,0.01111,61.967,42.517
27.866,80.0,0.0125,60.502,42.513
27.882,67.0,0.01493,59.267,42.509
27.898,81.0,0.01235,58.224,42.505
27.914,78.0,0.01282,57.341,42.501
27.93,74.0,0.01351,56.591,42.497
27.946,62.0,0.01613,55.962,42.493
27.962,57.0,0.01754,55.435,42.489
27.978,64.0,0.01562,54.995,42.485
27.994,57.0,0.01754,54.639,42.481
28.01,62.0,0.01613,54.355,42.477
28.026,60.0,0.01667,54.139,42.473
28.042,60.0,0.01667,53.986,42.469
28.058,67.0,0.01493,53.893,42.465
28.074,65.0,0.01538,53.858,42.461
28.09,66.0,0.01515,53.88,42.457
28.106,62.0,0.01613,53.96,42.453
28.122,49.0,0.02041,54.099,42.449
28.138,63.0,0.01587,54.299,42.445
28.154,62.0,0.01613,54.564,42.441
28.17,63.0,0.01587,54.899,42.437
28.186,53.0,0.01887,55.31,42.433
28.202,53.0,0.01887,55.805,42.429
28.218,65.0,0.01538,56.394,42.425
28.234,70.0,0.01429,57.091,42.42
28.25,61.0,0.01639,57.912,42.416
28.266,70.0,0.01429,58.876,42.412
28.282,70.0,0.01429,60.009,42.408
28.298,78.0,0.01282,61.344,42.404
28.314,70.0,0.01429,62.922,42.4
28.33,68.0,0.01471,64.795,42.396
28.346,80.0,0.0125,67.034,42.392
28.362,83.0,0.01205,69.73,42.388
28.378,78.0,0.01282,73.016,42.384
28.394,90.0,0.01111,77.096,42.38
28.41,102.0,0.0098,82.353,42.376
28.426,116.0,0.00862,89.62,42.372
28.442,147.0,0.0068,100.828,42.368
28.458,209.0,0.00478,120.232,42.364
28.474,272.0,0.00368,156.1,42.36
28.49,337.0,0.00297,221.913,42.356
28.506,438.0,0.00228,334.894,42.352
28.522,573.0,0.00175,509.847,42.348
28.538,792.0,0.00126,748.98,42.344
28.554,1055.0,0.00095,1031.472,42.34
28.57,1368.0,0.00073,1308.223,42.335
28.586,1658.0,0.0006,1508.691,42.331
28.602,1803.0,0.00055,1583.866,42.327
28.618,1697.0,0.00059,1553.328,42.323
28.634,1422.0,0.0007,1467.712,42.319
28.65,1256.0,0.0008,1347.402,42.315
28.666,1195.0,0.00084,1179.858,42.311
28.682,997.0,0.001,964.55,42.307
28.698,712.0,0.0014,734.059,42.303
28.714,520.0,0.00192,525.319,42.299
28.73,391.0,0.00256,359.915,42.295
28.746,270.0,0.0037,243.533,42.291
28.762,173.0,0.00578,169.962,42.287
28.778,134.0,0.00746,127.246,42.282
28.794,114.0,0.00877,103.534,42.278
28.81,96.0,0.01042,90.123,42.274
28.826,86.0,0.01163,81.875,42.27
28.842,89.0,0.01124,76.194,42.266
28.858,88.0,0.01136,71.902,42.262
28.874,77.0,0.01299,68.476,42.258
28.89,74.0,0.01351,65.66,42.254
28.906,79.0,0.01266,63.307,42.25
28.922,66.0,0.01515,61.319,42.246
28.938,60.0,0.01667,59.622,42.241
28.954,57.0,0.01754,58.164,42.237
28.97,48.0,0.02083,56.902,42.233
28.986,46.0,0.02174,55.801,42.229
29.002,56.0,0.01786,54.836,42.225
29.018,60.0,0.01667,53.986,42.221
29.034,53.0,0.01887,53.232,42.217
29.05,51.0,0.01961,52.562,42.213
29.066,50.0,0.02,51.963,42.209
29.082,54.0,0.01852,51.426,42.204
29.098,53.0,0.01887,50.943,42.2
29.114,47.0,0.02128,50.507,42.196
29.13,48.0,0.02083,50.112,42.192
29.146,47.0,0.02128,49.754,42.188
29.162,54.0,0.01852,49.428,42.184
29.178,61.0,0.01639,49.131,42.18
29.194,44.0,0.02273,48.86,42.176
29.21,46.0,0.02174,48.611,42.171
29.226,47.0,0.02128,48.384,42.167
29.242,50.0,0.02,48.175,42.163
29.258,46.0,0.02174,47.983,42.159
29.274,44.0,0.02273,47.807,42.155
29.29,47.0,0.02128,47.645,42.151
29.306,58.0,0.01724,47.496,42.147
29.322,45.0,0.02222,47.358,42.142
29.338,44.0,0.02273,47.232,42.138
29.354,44.0,0.02273,47.116,42.134
29.37,38.0,0.02632,47.009,42.13
29.386,38.0,0.02632,46.911,42.126
29.402,49.0,0.02041,46.821,42.122
29.418,36.0,0.02778,46.738,42.117
29.434,48.0,0.02083,46.663,42.113
29.45,41.0,0.02439,46.595,42.109
29.466,45.0,0.02222,46.532,42.105
29.482,47.0,0.02128,46.476,42.101
29.498,49.0,0.02041,46.426,42.097
29.514,45.0,0.02222,46.381,42.092
29.53,37.0,0.02703,46.342,42.088
29.546,43.0,0.02326,46.308,42.084
29.562,45.0,0.02222,46.278,42.08
29.578,50.0,0.02,46.253,42.076
29.594,36.0,0.02778,46.233,42.072
29.61,38.0,0.02632,46.218,42.067
29.626,47.0,0.02128,46.208,42.063
29.642,50.0,0.02,46.201,42.059
29.658,43.0,0.02326,46.199,42.055
29.674,37.0,0.02703,46.201,42.051
29.69,52.0,0.01923,46.207,42.047
29.706,42.0,0.02381,46.217,42.042
29.722,49.0,0.02041,46.233,42.038
29.738,45.0,0.02222,46.252,42.034
29.754,39.0,0.02564,46.276,42.03
29.77,50.0,0.02,46.304,42.026
29.786,49.0,0.02041,46.336,42.021
29.802,55.0,0.01818,46.374,42.017
29.818,59.0,0.01695,46.416,42.013
29.834,51.0,0.01961,46.463,42.009
29.85,60.0,0.01667,46.515,42.005
29.866,69.0,0.01449,46.573,42.0
29.882,60.0,0.01667,46.636,41.996
29.898,53.0,0.01887,46.705,41.992
29.914,54.0,0.01852,46.779,41.988
29.93,57.0,0.01754,46.861,41.984
29.946,55.0,0.01818,46.948,41.979
29.962,44.0,0.02273,47.043,41.975
29.978,50.0,0.02,47.146,41.971
29.994,67.0,0.01493,47.256,41.967
30.01,52.0,0.01923,47.375,41.962
30.026,49.0,0.02041,47.502,41.958
30.042,57.0,0.01754,47.639,41.954
30.058,59.0,0.01695,47.787,41.95
30.074,53.0,0.01887,47.945,41.946
30.09,54.0,0.01852,48.115,41.941
30.106,52.0,0.01923,48.298,41.937
30.122,46.0,0.02174,48.494,41.933
30.138,55.0,0.01818,48.706,41.929
30.154,48.0,0.02083,48.933,41.924
30.17,47.0,0.02128,49.178,41.92
30.186,52.0,0.01923,49.443,41.916
30.202,50.0,0.02,49.728,41.912
30.218,51.0,0.01961,50.036,41.907
30.234,49.0,0.02041,50.369,41.903
30.25,53.0,0.01887,50.73,41.899
30.266,53.0,0.01887,51.122,41.895
30.282,57.0,0.01754,51.547,41.89
30.298,59.0,0.01695,52.011,41.886
30.314,53.0,0.01887,52.516,41.882
30.33,52.0,0.01923,53.069,41.878
30.346,52.0,0.01923,53.674,41.873
30.362,54.0,0.01852,54.339,41.869
30.378,53.0,0.01887,55.072,41.865
30.394,56.0,0.01786,55.88,41.861
30.41,67.0,0.01493,56.776,41.856
30.426,66.0,0.01515,57.771,41.852
30.442,66.0,0.01515,58.882,41.848
30.458,81.0,0.01235,60.125,41.844
30.474,80.0,0.0125,61.523,41.839
30.49,79.0,0.01266,63.101,41.835
30.506,74.0,0.01351,64.893,41.831
30.522,74.0,0.01351,66.937,41.826
30.538,89.0,0.01124,69.284,41.822
30.554,94.0,0.01064,71.996,41.818
30.57,81.0,0.01235,75.15,41.814
30.586,69.0,0.01449,78.848,41.809
30.602,102.0,0.0098,83.224,41.805
30.618,107.0,0.00935,88.455,41.801
30.634,89.0,0.01124,94.798,41.797
30.65,115.0,0.0087,102.669,41.792
30.666,145.0,0.0069,112.878,41.788
30.682,167.0,0.00599,127.206,41.784
30.698,188.0,0.00532,149.69,41.779
30.714,224.0,0.00446,188.833,41.775
30.73,280.0,0.00357,260.306,41.771
30.746,367.0,0.00272,388.163,41.766
30.762,538.0,0.00186,600.856,41.762
30.778,802.0,0.00125,919.774,41.758
30.794,1280.0,0.00078,1341.841,41.754
30.81,1848.0,0.00054,1824.09,41.749
30.826,2521.0,0.0004,2277.117,41.745
30.842,2789.0,0.00036,2582.315,41.741
30.858,2700.0,0.00037,2671.87,41.736
30.874,2504.0,0.0004,2597.347,41.732
30.89,2413.0,0.00041,2453.869,41.728
30.906,2234.0,0.00045,2279.385,41.723
30.922,1943.0,0.00051,2044.677,41.719
30.938,1517.0,0.00066,1722.249,41.715
30.954,1103.0,0.00091,1347.614,41.71
30.97,841.0,0.00119,984.928,41.706
30.986,636.0,0.00157,680.724,41.702
31.002,425.0,0.00235,454.976,41.697
31.018,295.0,0.00339,304.898,41.693
31.034,219.0,0.00457,214.024,41.689
31.05,148.0,0.00676,162.281,41.684
31.066,136.0,0.00735,133.073,41.68
31.082,122.0,0.0082,115.637,41.676
31.098,117.0,0.00855,104.1,41.671
31.114,111.0,0.00901,95.653,41.667
31.13,85.0,0.01176,89.026,41.663
31.146,85.0,0.01176,83.625,41.658
31.162,81.0,0.01235,79.131,41.654
31.178,77.0,0.01299,75.344,41.65
31.194,73.0,0.0137,72.121,41.645
31.21,76.0,0.01316,69.356,41.641
31.226,60.0,0.01667,66.964,41.637
31.242,55.0,0.01818,64.884,41.632
31.258,53.0,0.01887,63.061,41.628
31.274,68.0,0.01471,61.479,41.624
31.29,59.0,0.01695,60.059,41.619
31.306,52.0,0.01923,58.797,41.615
31.322,54.0,0.01852,57.669,41.611
31.338,53.0,0.01887,56.659,41.606
31.354,58.0,0.01724,55.749,41.602
31.37,48.0,0.02083,54.943,41.597
31.386,58.0,0.01724,54.2,41.593
31.402,61.0,0.01639,53.524,41.589
31.418,63.0,0.01587,52.91,41.584
31.434,56.0,0.01786,52.348,41.58
31.45,51.0,0.01961,51.835,41.576
31.466,41.0,0.02439,51.364,41.571
31.482,40.0,0.025,50.931,41.567
31.498,44.0,0.02273,50.533,41.563
31.514,47.0,0.02128,50.166,41.558
31.53,52.0,0.01923,49.827,41.554
31.546,54.0,0.01852,49.514,41.549
31.562,52.0,0.01923,49.225,41.545
31.578,52.0,0.01923,48.957,41.541
31.594,45.0,0.02222,48.708,41.536
31.61,48.0,0.02083,48.478,41.532
31.626,46.0,0.02174,48.264,41.527
31.642,39.0,0.02564,48.066,41.523
31.658,54.0,0.01852,47.882,41.519
31.674,57.0,0.01754,47.712,41.514
31.69,50.0,0.02,47.554,41.51
31.706,51.0,0.01961,47.408,41.505
31.722,48.0,0.02083,47.273,41.501
31.738,42.0,0.02381,47.149,41.497
31.754,43.0,0.02326,47.034,41.492
31.77,50.0,0.02,46.93,41.488
31.786,47.0,0.02128,46.834,41.483
31.802,47.0,0.02128,46.748,41.479
31.818,54.0,0.01852,46.67,41.475
31.834,48.0,0.02083,46.601,41.47
31.85,40.0,0.025,46.54,41.466
31.866,38.0,0.02632,46.488,41.461
31.882,41.0,0.02439,46.444,41.457
31.898,45.0,0.02222,46.408,41.452
31.914,52.0,0.01923,46.382,41.448
31.93,39.0,0.02564,46.365,41.444
31.946,51.0,0.01961,46.357,41.439
31.962,50.0,0.02,46.359,41.435
31.978,43.0,0.02326,46.372,41.43
31.994,48.0,0.02083,46.397,41.426
32.01,45.0,0.02222,46.434,41.421
32.026,52.0,0.01923,46.486,41.417
32.042,48.0,0.02083,46.553,41.413
32.058,56.0,0.01786,46.639,41.408
32.074,50.0,0.02,46.745,41.404
32.09,43.0,0.02326,46.876,41.399
32.106,46.0,0.02174,47.035,41.395
32.122,56.0,0.01786,47.228,41.39
32.138,47.0,0.02128,47.462,41.386
32.154,44.0,0.02273,47.747,41.382
32.17,44.0,0.02273,48.097,41.377
32.186,38.0,0.02632,48.531,41.373
32.202,60.0,0.01667,49.088,41.368
32.218,53.0,0.01887,49.845,41.364
32.234,57.0,0.01754,50.977,41.359
32.25,49.0,0.02041,52.862,41.355
32.266,53.0,0.01887,56.23,41.35
32.282,63.0,0.01587,62.287,41.346
32.298,88.0,0.01136,72.637,41.341
32.314,70.0,0.01429,88.814,41.337
32.33,100.0,0.01,111.392,41.332
32.346,132.0,0.00758,139.017,41.328
32.362,183.0,0.00546,167.716,41.324
32.378,224.0,0.00446,191.03,41.319
32.394,244.0,0.0041,202.651,41.315
32.41,206.0,0.00485,202.083,41.31
32.426,219.0,0.00457,194.85,41.306
32.442,201.0,0.00498,185.915,41.301
32.458,177.0,0.00565,175.793,41.297
32.474,166.0,0.00602,161.731,41.292
32.49,114.0,0.00877,142.405,41.288
32.506,102.0,0.0098,120.412,41.283
32.522,89.0,0.01124,99.481,41.279
32.538,61.0,0.01639,82.158,41.274
32.554,61.0,0.01639,69.441,41.27
32.57,55.0,0.01818,61.072,41.265
32.586,60.0,0.01667,56.054,41.261
32.602,55.0,0.01818,53.233,41.256
32.618,52.0,0.01923,51.682,41.252
32.634,48.0,0.02083,50.803,41.247
32.65,50.0,0.02,50.272,41.243
32.666,65.0,0.01538,49.934,41.238
32.682,65.0,0.01538,49.721,41.234
32.698,57.0,0.01754,49.599,41.229
32.714,56.0,0.01786,49.553,41.225
32.73,59.0,0.01695,49.574,41.22
32.746,57.0,0.01754,49.657,41.216
32.762,53.0,0.01887,49.801,41.211
32.778,63.0,0.01587,50.005,41.207
32.794,71.0,0.01408,50.272,41.202
32.81,65.0,0.01538,50.607,41.198
32.826,59.0,0.01695,51.018,41.193
32.842,63.0,0.01587,51.515,41.189
32.858,69.0,0.01449,52.111,41.184
32.874,59.0,0.01695,52.827,41.18
32.89,65.0,0.01538,53.687,41.175
32.906,74.0,0.01351,54.729,41.17
32.922,73.0,0.0137,56.008,41.166
32.938,76.0,0.01316,57.626,41.161
32.954,74.0,0.01351,59.792,41.157
32.97,77.0,0.01299,62.976,41.152
32.986,95.0,0.01053,68.183,41.148
33.002,109.0,0.00917,77.363,41.143
33.018,138.0,0.00725,93.754,41.139
33.034,170.0,0.00588,121.711,41.134
33.05,208.0,0.00481,165.508,41.13
33.066,253.0,0.00395,227.027,41.125
33.082,287.0,0.00348,303.009,41.121
33.098,360.0,0.00278,383.206,41.116
33.114,451.0,0.00222,450.281,41.111
33.13,491.0,0.00204,486.102,41.107
33.146,496.0,0.00202,487.094,41.102
33.162,479.0,0.00209,467.801,41.098
33.178,426.0,0.00235,443.477,41.093
33.194,385.0,0.0026,417.731,41.089
33.21,336.0,0.00298,383.396,41.084
33.226,283.0,0.00353,334.119,41.08
33.242,248.0,0.00403,274.594,41.075
33.258,200.0,0.005,215.225,41.07
33.274,150.0,0.00667,164.188,41.066
33.29,129.0,0.00775,125.416,41.061
33.306,95.0,0.01053,99.096,41.057
33.322,79.0,0.01266,82.921,41.052
33.338,78.0,0.01282,73.732,41.048
33.354,76.0,0.01316,68.745,41.043
33.37,71.0,0.01408,66.051,41.038
33.386,73.0,0.0137,64.562,41.034
33.402,75.0,0.01333,63.739,41.029
33.418,71.0,0.01408,63.337,41.025
33.434,62.0,0.01613,63.249,41.02
33.45,72.0,0.01389,63.425,41.016
33.466,71.0,0.01408,63.843,41.011
33.482,79.0,0.01266,64.495,41.006
33.498,82.0,0.0122,65.381,41.002
33.514,83.0,0.01205,66.514,40.997
33.53,67.0,0.01493,67.913,40.993
33.546,57.0,0.01754,69.608,40.988
33.562,90.0,0.01111,71.639,40.983
33.578,82.0,0.0122,74.061,40.979
33.594,85.0,0.01176,76.946,40.974
33.61,92.0,0.01087,80.388,40.97
33.626,77.0,0.01299,84.511,40.965
33.642,95.0,0.01053,89.489,40.96
33.658,113.0,0.00885,95.573,40.956
33.674,115.0,0.0087,103.189,40.951
33.69,127.0,0.00787,113.175,40.946
33.706,152.0,0.00658,127.361,40.942
33.722,139.0,0.00719,149.743,40.937
33.738,192.0,0.00521,188.386,40.933
33.754,237.0,0.00422,257.558,40.928
33.77,345.0,0.0029,378.232,40.923
33.786,441.0,0.00227,574.408,40.919
33.802,698.0,0.00143,863.087,40.914
33.818,1209.0,0.00083,1240.223,40.91
33.834,1834.0,0.00055,1668.505,40.905
33.85,2425.0,0.00041,2071.358,40.9
33.866,2636.0,0.00038,2346.436,40.896
33.882,2615.0,0.00038,2428.972,40.891
33.898,2297.0,0.00044,2359.385,40.886
33.914,2201.0,0.00045,2231.96,40.882
33.93,2151.0,0.00046,2102.148,40.877
33.946,1874.0,0.00053,1956.74,40.872
33.962,1600.0,0.00063,1746.51,40.868
33.978,1308.0,0.00076,1457.64,40.863
33.994,1025.0,0.00098,1133.27,40.859
34.01,792.0,0.00126,827.339,40.854
34.026,564.0,0.00177,575.282,40.849
34.042,383.0,0.00261,390.335,40.845
34.058,281.0,0.00356,267.973,40.84
34.074,188.0,0.00532,193.554,40.835
34.09,141.0,0.00709,150.518,40.831
34.106,124.0,0.00806,125.619,40.826
34.122,102.0,0.0098,110.316,40.821
34.138,87.0,0.01149,99.944,40.817
34.154,89.0,0.01124,92.229,40.812
34.17,88.0,0.01136,86.115,40.807
34.186,80.0,0.0125,81.098,40.803
34.202,81.0,0.01235,76.898,40.798
34.218,82.0,0.0122,73.34,40.793
34.234,78.0,0.01282,70.297,40.789
34.25,70.0,0.01429,67.672,40.784
34.266,72.0,0.01389,65.393,40.779
34.282,73.0,0.0137,63.4,40.775
34.298,62.0,0.01613,61.649,40.77
34.314,61.0,0.01639,60.1,40.765
34.33,57.0,0.01754,58.724,40.761
34.346,54.0,0.01852,57.496,40.756
34.362,62.0,0.01613,56.395,40.751
34.378,54.0,0.01852,55.405,40.747
34.394,45.0,0.02222,54.51,40.742
34.41,48.0,0.02083,53.7,40.737
34.426,46.0,0.02174,52.963,40.732
34.442,45.0,0.02222,52.291,40.728
34.458,52.0,0.01923,51.677,40.723
34.474,54.0,0.01852,51.115,40.718
34.49,43.0,0.02326,50.583,40.714
34.506,46.0,0.02174,50.108,40.709
34.522,51.0,0.01961,49.669,40.704
34.538,44.0,0.02273,49.263,40.7
34.554,36.0,0.02778,48.878,40.695
34.57,36.0,0.02778,48.53,40.69
34.586,43.0,0.02326,48.206,40.685
34.602,42.0,0.02381,47.906,40.681
34.618,49.0,0.02041,47.626,40.676
34.634,59.0,0.01695,47.365,40.671
34.65,45.0,0.02222,47.122,40.667
34.666,46.0,0.02174,46.895,40.662
34.682,51.0,0.01961,46.683,40.657
34.698,50.0,0.02,46.485,40.652
34.714,49.0,0.02041,46.3,40.648
34.73,48.0,0.02083,46.128,40.643
34.746,50.0,0.02,45.967,40.638
34.762,47.0,0.02128,45.818,40.634
34.778,48.0,0.02083,45.679,40.629
34.794,40.0,0.025,45.55,40.624
34.81,36.0,0.02778,45.43,40.619
34.826,47.0,0.02128,45.321,40.615
34.842,39.0,0.02564,45.22,40.61
34.858,46.0,0.02174,45.129,40.605
34.874,49.0,0.02041,45.047,40.6
34.89,47.0,0.02128,44.975,40.596
34.906,44.0,0.02273,44.912,40.591
34.922,56.0,0.01786,44.859,40.586
34.938,50.0,0.02,44.817,40.581
34.954,30.0,0.03333,44.787,40.577
34.97,36.0,0.02778,44.769,40.572
34.986,48.0,0.02083,44.765,40.567
35.002,45.0,0.02222,44.777,40.563
35.018,60.0,0.01667,44.808,40.558
35.034,40.0,0.025,44.86,40.553
35.05,47.0,0.02128,44.937,40.548
35.066,50.0,0.02,45.046,40.543
35.082,41.0,0.02439,45.195,40.539
35.098,39.0,0.02564,45.399,40.534
35.114,45.0,0.02222,45.685,40.529
35.13,46.0,0.02174,46.115,40.524
35.146,33.0,0.0303,46.823,40.52
35.162,45.0,0.02222,48.07,40.515
35.178,51.0,0.01961,50.318,40.51
35.194,46.0,0.02174,54.243,40.505
35.21,55.0,0.01818,60.621,40.501
35.226,55.0,0.01818,70.024,40.496
35.242,75.0,0.01333,82.37,40.491
35.258,99.0,0.0101,96.538,40.486
35.274,120.0,0.00833,110.144,40.481
35.29,122.0,0.0082,119.862,40.477
35.306,121.0,0.00826,123.251,40.472
35.322,113.0,0.00885,121.198,40.467
35.338,95.0,0.01053,116.87,40.462
35.354,101.0,0.0099,112.586,40.458
35.37,120.0,0.00833,108.448,40.453
35.386,113.0,0.00885,102.823,40.448
35.402,96.0,0.01042,94.438,40.443
35.418,77.0,0.01299,84.043,40.438
35.434,66.0,0.01515,73.458,40.434
35.45,57.0,0.01754,64.164,40.429
35.466,62.0,0.01613,56.933,40.424
35.482,56.0,0.01786,51.877,40.419
35.498,48.0,0.02083,48.649,40.414
35.514,45.0,0.02222,46.719,40.41
35.53,45.0,0.02222,45.594,40.405
35.546,46.0,0.02174,44.916,40.4
35.562,46.0,0.02174,44.474,40.395
35.578,43.0,0.02326,44.156,40.39
35.594,38.0,0.02632,43.91,40.385
35.61,40.0,0.025,43.71,40.381
35.626,38.0,0.02632,43.545,40.376
35.642,38.0,0.02632,43.405,40.371
35.658,43.0,0.02326,43.287,40.366
35.674,44.0,0.02273,43.187,40.361
35.69,44.0,0.02273,43.103,40.357
35.706,45.0,0.02222,43.031,40.352
35.722,43.0,0.02326,42.971,40.347
35.738,39.0,0.02564,42.922,40.342
35.754,38.0,0.02632,42.904,40.337
35.77,48.0,0.02083,42.874,40.332
35.786,57.0,0.01754,42.852,40.328
35.802,46.0,0.02174,42.839,40.323
35.818,40.0,0.025,42.835,40.318
35.834,47.0,0.02128,42.84,40.313
35.85,44.0,0.02273,42.854,40.308
35.866,43.0,0.02326,42.894,40.303
35.882,51.0,0.01961,42.931,40.299
35.898,43.0,0.02326,42.981,40.294
35.914,49.0,0.02041,43.047,40.289
35.93,49.0,0.02041,43.131,40.284
35.946,44.0,0.02273,43.237,40.279
35.962,45.0,0.02222,43.37,40.274
35.978,40.0,0.025,43.537,40.269
35.994,46.0,0.02174,43.752,40.265
36.01,46.0,0.02174,44.039,40.26
36.026,52.0,0.01923,44.452,40.255
36.042,48.0,0.02083,45.103,40.25
36.058,39.0,0.02564,46.22,40.245
36.074,46.0,0.02174,48.194,40.24
36.09,59.0,0.01695,51.606,40.235
36.106,55.0,0.01818,57.13,40.231
36.122,59.0,0.01695,65.282,40.226
36.138,55.0,0.01818,76.052,40.221
36.154,66.0,0.01515,88.543,40.216
