"x","y_obs","weight","y_calc","y_bkg"
36.17,85.0,0.01176,100.785,40.211
36.186,101.0,0.0099,109.915,40.206
36.202,99.0,0.0101,113.568,40.201
36.218,94.0,0.01064,112.131,40.196
36.234,91.0,0.01099,108.323,40.191
36.25,85.0,0.01176,104.483,40.187
36.266,84.0,0.0119,101.091,40.182
36.282,86.0,0.01163,96.896,40.177
36.298,91.0,0.01099,90.395,40.172
36.314,84.0,0.0119,81.699,40.167
36.33,67.0,0.01493,72.284,40.162
36.346,57.0,0.01754,63.619,40.157
36.362,55.0,0.01818,56.592,40.152
36.378,44.0,0.02273,51.484,40.147
36.394,39.0,0.02564,48.113,40.143
36.41,43.0,0.02326,46.04,40.138
36.426,51.0,0.01961,44.83,40.133
36.442,40.0,0.025,44.117,40.128
36.458,24.0,0.04167,43.669,40.123
36.474,46.0,0.02174,43.361,40.118
36.49,34.0,0.02941,43.123,40.113
36.506,39.0,0.02564,42.94,40.108
36.522,38.0,0.02632,42.79,40.103
36.538,45.0,0.02222,42.665,40.098
36.554,40.0,0.025,42.559,40.093
36.57,44.0,0.02273,42.47,40.089
36.586,47.0,0.02128,42.394,40.084
36.602,37.0,0.02703,42.329,40.079
36.618,41.0,0.02439,42.274,40.074
36.634,42.0,0.02381,42.227,40.069
36.65,43.0,0.02326,42.186,40.064
36.666,47.0,0.02128,42.152,40.059
36.682,52.0,0.01923,42.123,40.054
36.698,46.0,0.02174,42.099,40.049
36.714,51.0,0.01961,42.079,40.044
36.73,48.0,0.02083,42.063,40.039
36.746,42.0,0.02381,42.051,40.034
36.762,39.0,0.02564,42.042,40.029
36.778,46.0,0.02174,42.036,40.024
36.794,41.0,0.02439,42.035,40.02
36.81,40.0,0.025,42.035,40.015
36.826,40.0,0.025,42.037,40.01
36.842,41.0,0.02439,42.042,40.005
36.858,40.0,0.025,42.05,40.0
36.874,40.0,0.025,42.059,39.995
36.89,40.0,0.025,42.071,39.99
36.906,39.0,0.02564,42.088,39.985
36.922,46.0,0.02174,42.104,39.98
36.938,49.0,0.02041,42.124,39.975
36.954,40.0,0.025,42.145,39.97
36.97,40.0,0.025,42.17,39.965
36.986,43.0,0.02326,42.196,39.96
37.002,39.0,0.02564,42.226,39.955
37.018,36.0,0.02778,42.258,39.95
37.034,35.0,0.02857,42.293,39.945
37.05,34.0,0.02941,42.331,39.94
37.066,39.0,0.02564,42.371,39.935
37.082,39.0,0.02564,42.416,39.93
37.098,31.0,0.03226,42.463,39.925
37.114,24.0,0.04167,42.514,39.92
37.13,33.0,0.0303,42.569,39.915
37.146,46.0,0.02174,42.628,39.91
37.162,44.0,0.02273,42.691,39.905
37.178,45.0,0.02222,42.758,39.9
37.194,49.0,0.02041,42.831,39.895
37.21,48.0,0.02083,42.908,39.89
37.226,41.0,0.02439,42.991,39.885
37.242,43.0,0.02326,43.081,39.88
37.258,45.0,0.02222,43.176,39.875
37.274,41.0,0.02439,43.279,39.87
37.29,35.0,0.02857,43.389,39.865
37.306,43.0,0.02326,43.507,39.86
37.322,37.0,0.02703,43.634,39.855
37.338,41.0,0.02439,43.771,39.85
37.354,47.0,0.02128,43.918,39.845
37.37,51.0,0.01961,44.077,39.84
37.386,46.0,0.02174,44.249,39.835
37.402,42.0,0.02381,44.434,39.83
37.418,39.0,0.02564,44.635,39.825
37.434,37.0,0.02703,44.853,39.82
37.45,35.0,0.02857,45.09,39.815
37.466,46.0,0.02174,45.347,39.81
37.482,50.0,0.02,45.629,39.805
37.498,49.0,0.02041,45.936,39.8
37.514,44.0,0.02273,46.273,39.795
37.53,52.0,0.01923,46.642,39.79
37.546,41.0,0.02439,47.05,39.785
37.562,49.0,0.02041,47.488,39.78
37.578,53.0,0.01887,47.986,39.775
37.594,56.0,0.01786,48.54,39.77
37.61,50.0,0.02,49.158,39.765
37.626,47.0,0.02128,49.842,39.76
37.642,62.0,0.01613,50.62,39.755
37.658,59.0,0.01695,51.499,39.75
37.674,46.0,0.02174,52.497,39.745
37.69,48.0,0.02083,53.636,39.74
37.706,70.0,0.01429,54.944,39.735
37.722,61.0,0.01639,56.455,39.73
37.738,59.0,0.01695,58.213,39.725
37.754,65.0,0.01538,60.276,39.72
37.77,60.0,0.01667,62.721,39.715
37.786,86.0,0.01163,65.659,39.71
37.802,83.0,0.01205,69.273,39.705
37.818,79.0,0.01266,73.906,39.7
37.834,96.0,0.01042,80.278,39.695
37.85,98.0,0.0102,89.899,39.69
37.866,119.0,0.0084,105.755,39.684
37.882,130.0,0.00769,133.118,39.679
37.898,169.0,0.00592,179.948,39.674
37.914,223.0,0.00448,256.042,39.669
37.93,360.0,0.00278,369.952,39.664
37.946,529.0,0.00189,524.118,39.659
37.962,805.0,0.00124,709.489,39.654
37.978,1021.0,0.00098,901.984,39.649
37.994,1231.0,0.00081,1062.64,39.644
38.01,1328.0,0.00075,1149.74,39.639
38.026,1289.0,0.00078,1151.112,39.634
38.042,1102.0,0.00091,1098.448,39.629
38.058,1042.0,0.00096,1035.0,39.624
38.074,1012.0,0.00099,983.167,39.619
38.09,922.0,0.00108,936.813,39.613
38.106,808.0,0.00124,870.15,39.608
38.122,706.0,0.00142,764.752,39.603
38.138,591.0,0.00169,629.484,39.598
38.154,481.0,0.00208,488.048,39.593
38.17,362.0,0.00276,360.722,39.588
38.186,250.0,0.004,258.95,39.583
38.202,199.0,0.00503,185.632,39.578
38.218,146.0,0.00685,137.35,39.573
38.234,115.0,0.0087,107.69,39.568
38.25,97.0,0.01031,90.103,39.563
38.266,81.0,0.01235,79.552,39.557
38.282,69.0,0.01449,72.819,39.552
38.298,60.0,0.01667,68.119,39.547
38.314,63.0,0.01587,64.558,39.542
38.33,58.0,0.01724,61.703,39.537
38.346,64.0,0.01562,59.34,39.532
38.362,58.0,0.01724,57.347,39.527
38.378,42.0,0.02381,55.648,39.522
38.394,54.0,0.01852,54.185,39.517
38.41,59.0,0.01695,52.916,39.512
38.426,53.0,0.01887,51.809,39.506
38.442,50.0,0.02,50.836,39.501
38.458,44.0,0.02273,49.977,39.496
38.474,43.0,0.02326,49.215,39.491
38.49,46.0,0.02174,48.534,39.486
38.506,45.0,0.02222,47.925,39.481
38.522,47.0,0.02128,47.377,39.476
38.538,41.0,0.02439,46.882,39.471
38.554,41.0,0.02439,46.434,39.465
38.57,48.0,0.02083,46.026,39.46
38.586,45.0,0.02222,45.654,39.455
38.602,46.0,0.02174,45.314,39.45
38.618,45.0,0.02222,45.003,39.445
38.634,47.0,0.02128,44.716,39.44
38.65,52.0,0.01923,44.452,39.435
38.666,46.0,0.02174,44.209,39.429
38.682,50.0,0.02,43.983,39.424
38.698,51.0,0.01961,43.774,39.419
38.714,41.0,0.02439,43.58,39.414
38.73,42.0,0.02381,43.399,39.409
38.746,46.0,0.02174,43.231,39.404
38.762,34.0,0.02941,43.073,39.399
38.778,34.0,0.02941,42.926,39.393
38.794,35.0,0.02857,42.789,39.388
38.81,34.0,0.02941,42.66,39.383
38.826,43.0,0.02326,42.539,39.378
38.842,37.0,0.02703,42.426,39.373
38.858,50.0,0.02,42.32,39.368
38.874,39.0,0.02564,42.22,39.362
38.89,48.0,0.02083,42.126,39.357
38.906,53.0,0.01887,42.038,39.352
38.922,52.0,0.01923,41.955,39.347
38.938,45.0,0.02222,41.878,39.342
38.954,38.0,0.02632,41.805,39.337
38.97,36.0,0.02778,41.738,39.331
38.986,37.0,0.02703,41.675,39.326
39.002,42.0,0.02381,41.617,39.321
39.018,42.0,0.02381,41.564,39.316
39.034,36.0,0.02778,41.516,39.311
39.05,46.0,0.02174,41.473,39.306
39.066,41.0,0.02439,41.436,39.3
39.082,36.0,0.02778,41.406,39.295
39.098,43.0,0.02326,41.383,39.29
39.114,33.0,0.0303,41.372,39.285
39.13,40.0,0.025,41.378,39.28
39.146,41.0,0.02439,41.415,39.274
39.162,43.0,0.02326,41.507,39.269
39.178,44.0,0.02273,41.7,39.264
39.194,39.0,0.02564,42.055,39.259
39.21,37.0,0.02703,42.649,39.254
39.226,39.0,0.02564,43.543,39.248
39.242,40.0,0.025,44.748,39.243
39.258,47.0,0.02128,46.187,39.238
39.274,54.0,0.01852,47.665,39.233
39.29,61.0,0.01639,48.879,39.228
39.306,59.0,0.01695,49.51,39.222
39.322,53.0,0.01887,49.47,39.217
39.338,53.0,0.01887,49.005,39.212
39.354,50.0,0.02,48.458,39.207
39.37,54.0,0.01852,48.02,39.202
39.386,55.0,0.01818,47.664,39.196
39.402,53.0,0.01887,47.197,39.191
39.418,44.0,0.02273,46.436,39.186
39.434,39.0,0.02564,45.401,39.181
39.45,42.0,0.02381,44.263,39.175
39.466,41.0,0.02439,43.194,39.17
39.482,38.0,0.02632,42.303,39.165
39.498,46.0,0.02174,41.632,39.16
39.514,49.0,0.02041,41.168,39.154
39.53,42.0,0.02381,40.867,39.149
39.546,36.0,0.02778,40.677,39.144
39.562,37.0,0.02703,40.556,39.139
39.578,39.0,0.02564,40.473,39.134
39.594,40.0,0.025,40.411,39.128
39.61,38.0,0.02632,40.361,39.123
39.626,40.0,0.025,40.318,39.118
39.642,40.0,0.025,40.279,39.113
39.658,39.0,0.02564,40.245,39.107
39.674,34.0,0.02941,40.213,39.102
39.69,36.0,0.02778,40.184,39.097
39.706,46.0,0.02174,40.157,39.092
39.722,47.0,0.02128,40.132,39.086
39.738,44.0,0.02273,40.121,39.081
39.754,44.0,0.02273,40.099,39.076
39.77,40.0,0.025,40.078,39.071
39.786,38.0,0.02632,40.058,39.065
39.802,43.0,0.02326,40.038,39.06
39.818,41.0,0.02439,40.02,39.055
39.834,37.0,0.02703,40.002,39.049
39.85,37.0,0.02703,39.992,39.044
39.866,37.0,0.02703,39.978,39.039
39.882,37.0,0.02703,39.962,39.034
39.898,41.0,0.02439,39.947,39.028
39.914,36.0,0.02778,39.933,39.023
39.93,36.0,0.02778,39.918,39.018
39.946,51.0,0.01961,39.905,39.013
39.962,52.0,0.01923,39.892,39.007
39.978,41.0,0.02439,39.879,39.002
39.994,43.0,0.02326,39.866,38.997
40.01,32.0,0.03125,39.833,38.991
40.026,42.0,0.02381,39.821,38.986
40.042,43.0,0.02326,39.81,38.981
40.058,44.0,0.02273,39.799,38.976
40.074,31.0,0.03226,39.774,38.97
40.09,26.0,0.03846,39.764,38.965
40.106,28.0,0.03571,39.754,38.96
40.122,36.0,0.02778,39.744,38.954
40.138,32.0,0.03125,39.734,38.949
40.154,38.0,0.02632,39.725,38.944
40.17,41.0,0.02439,39.716,38.938
40.186,30.0,0.03333,39.708,38.933
40.202,27.0,0.03704,39.699,38.928
40.218,31.0,0.03226,39.691,38.923
40.234,35.0,0.02857,39.683,38.917
40.25,30.0,0.03333,39.675,38.912
40.266,36.0,0.02778,39.668,38.907
40.282,35.0,0.02857,39.661,38.901
40.298,31.0,0.03226,39.654,38.896
40.314,35.0,0.02857,39.647,38.891
40.33,37.0,0.02703,39.641,38.885
40.346,31.0,0.03226,39.635,38.88
40.362,39.0,0.02564,39.629,38.875
40.378,25.0,0.04,39.624,38.869
40.394,33.0,0.0303,39.619,38.864
40.41,41.0,0.02439,39.614,38.859
40.426,28.0,0.03571,39.61,38.853
40.442,42.0,0.02381,39.606,38.848
40.458,38.0,0.02632,39.603,38.843
40.474,28.0,0.03571,39.6,38.837
40.49,40.0,0.025,39.597,38.832
40.506,33.0,0.0303,39.595,38.827
40.522,29.0,0.03448,39.594,38.821
40.538,38.0,0.02632,39.594,38.816
40.554,42.0,0.02381,39.594,38.811
40.57,39.0,0.02564,39.596,38.805
40.586,36.0,0.02778,39.598,38.8
40.602,30.0,0.03333,39.602,38.795
40.618,33.0,0.0303,39.608,38.789
40.634,32.0,0.03125,39.617,38.784
40.65,33.0,0.0303,39.628,38.779
40.666,34.0,0.02941,39.643,38.773
40.682,44.0,0.02273,39.669,38.768
40.698,42.0,0.02381,39.705,38.763
40.714,34.0,0.02941,39.767,38.757
40.73,40.0,0.025,39.873,38.752
40.746,33.0,0.0303,40.054,38.746
40.762,40.0,0.025,40.346,38.741
40.778,41.0,0.02439,40.784,38.736
40.794,44.0,0.02273,41.382,38.73
40.81,50.0,0.02,42.117,38.725
40.826,38.0,0.02632,42.91,38.72
40.842,41.0,0.02439,43.625,38.714
40.858,46.0,0.02174,44.094,38.709
40.874,40.0,0.025,44.212,38.704
40.89,36.0,0.02778,44.043,38.698
40.906,39.0,0.02564,43.76,38.693
40.922,35.0,0.02857,43.509,38.687
40.938,42.0,0.02381,43.333,38.682
40.954,43.0,0.02326,43.175,38.677
40.97,33.0,0.0303,42.918,38.671
40.986,29.0,0.03448,42.497,38.666
41.002,25.0,0.04,41.953,38.66
41.018,27.0,0.03704,41.379,38.655
41.034,35.0,0.02857,40.855,38.65
41.05,32.0,0.03125,40.428,38.644
41.066,30.0,0.03333,40.113,38.639
41.082,36.0,0.02778,39.9,38.633
41.098,35.0,0.02857,39.765,38.628
41.114,35.0,0.02857,39.684,38.623
41.13,37.0,0.02703,39.636,38.617
41.146,35.0,0.02857,39.605,38.612
41.162,38.0,0.02632,39.585,38.606
41.178,36.0,0.02778,39.571,38.601
41.194,33.0,0.0303,39.561,38.596
41.21,37.0,0.02703,39.553,38.59
41.226,40.0,0.025,39.547,38.585
41.242,36.0,0.02778,39.542,38.579
41.258,35.0,0.02857,39.539,38.574
41.274,40.0,0.025,39.537,38.569
41.29,47.0,0.02128,39.536,38.563
41.306,40.0,0.025,39.537,38.558
41.322,32.0,0.03125,39.538,38.552
41.338,35.0,0.02857,39.54,38.547
41.354,37.0,0.02703,39.542,38.541
41.37,37.0,0.02703,39.545,38.536
41.386,41.0,0.02439,39.549,38.531
41.402,35.0,0.02857,39.554,38.525
41.418,35.0,0.02857,39.559,38.52
41.434,33.0,0.0303,39.565,38.514
41.45,41.0,0.02439,39.572,38.509
41.466,42.0,0.02381,39.579,38.503
41.482,35.0,0.02857,39.587,38.498
41.498,42.0,0.02381,39.595,38.492
41.514,43.0,0.02326,39.604,38.487
41.53,52.0,0.01923,39.614,38.482
41.546,50.0,0.02,39.624,38.476
41.562,38.0,0.02632,39.636,38.471
41.578,37.0,0.02703,39.647,38.465
41.594,44.0,0.02273,39.66,38.46
41.61,51.0,0.01961,39.673,38.454
41.626,42.0,0.02381,39.687,38.449
41.642,37.0,0.02703,39.702,38.443
41.658,40.0,0.025,39.718,38.438
41.674,36.0,0.02778,39.735,38.432
41.69,30.0,0.03333,39.751,38.427
41.706,34.0,0.02941,39.769,38.422
41.722,35.0,0.02857,39.788,38.416
41.738,44.0,0.02273,39.809,38.411
41.754,36.0,0.02778,39.831,38.405
41.77,34.0,0.02941,39.853,38.4
41.786,39.0,0.02564,39.876,38.394
41.802,43.0,0.02326,39.901,38.389
41.818,47.0,0.02128,39.927,38.383
41.834,38.0,0.02632,39.955,38.378
41.85,42.0,0.02381,39.984,38.372
41.866,50.0,0.02,40.015,38.367
41.882,41.0,0.02439,40.047,38.361
41.898,44.0,0.02273,40.081,38.356
41.914,39.0,0.02564,40.116,38.35
41.93,41.0,0.02439,40.154,38.345
41.946,42.0,0.02381,40.193,38.339
41.962,45.0,0.02222,40.234,38.334
41.978,30.0,0.03333,40.278,38.328
41.994,28.0,0.03571,40.324,38.323
42.01,36.0,0.02778,40.372,38.317
42.026,45.0,0.02222,40.424,38.312
42.042,50.0,0.02,40.478,38.306
42.058,37.0,0.02703,40.534,38.301
42.074,30.0,0.03333,40.595,38.295
42.09,35.0,0.02857,40.658,38.29
42.106,41.0,0.02439,40.725,38.284
42.122,40.0,0.025,40.796,38.279
42.138,36.0,0.02778,40.872,38.273
42.154,46.0,0.02174,40.951,38.268
42.17,45.0,0.02222,41.036,38.262
42.186,40.0,0.025,41.126,38.257
42.202,33.0,0.0303,41.221,38.251
42.218,37.0,0.02703,41.322,38.246
42.234,44.0,0.02273,41.43,38.24
42.25,41.0,0.02439,41.545,38.235
42.266,39.0,0.02564,41.667,38.229
42.282,39.0,0.02564,41.798,38.224
42.298,43.0,0.02326,41.938,38.218
42.314,45.0,0.02222,42.087,38.213
42.33,44.0,0.02273,42.248,38.207
42.346,47.0,0.02128,42.42,38.202
42.362,48.0,0.02083,42.605,38.196
42.378,41.0,0.02439,42.804,38.19
42.394,44.0,0.02273,43.018,38.185
42.41,47.0,0.02128,43.25,38.179
42.426,52.0,0.01923,43.501,38.174
42.442,55.0,0.01818,43.773,38.168
42.458,46.0,0.02174,44.069,38.163
42.474,52.0,0.01923,44.39,38.157
42.49,52.0,0.01923,44.742,38.152
42.506,52.0,0.01923,45.134,38.146
42.522,49.0,0.02041,45.555,38.141
42.538,57.0,0.01754,46.019,38.135
42.554,55.0,0.01818,46.53,38.129
42.57,59.0,0.01695,47.097,38.124
42.586,62.0,0.01613,47.726,38.118
42.602,58.0,0.01724,48.425,38.113
42.618,62.0,0.01613,49.21,38.107
42.634,72.0,0.01389,50.092,38.102
42.65,62.0,0.01613,51.097,38.096
42.666,54.0,0.01852,52.229,38.09
42.682,70.0,0.01429,53.52,38.085
42.698,60.0,0.01667,55.003,38.079
42.714,70.0,0.01429,56.718,38.074
42.73,65.0,0.01538,58.716,38.068
42.746,78.0,0.01282,61.068,38.063
42.762,70.0,0.01429,63.876,38.057
42.778,78.0,0.01282,67.314,38.051
42.794,80.0,0.0125,71.704,38.046
42.81,116.0,0.00862,77.693,38.04
42.826,104.0,0.00962,86.556,38.035
42.842,113.0,0.00885,100.672,38.029
42.858,132.0,0.00758,124.063,38.024
42.874,161.0,0.00621,162.642,38.018
42.89,185.0,0.00541,223.705,38.012
42.906,277.0,0.00361,314.127,38.007
42.922,413.0,0.00242,437.21,38.001
42.938,594.0,0.00168,589.246,37.996
42.954,811.0,0.00123,756.422,37.99
42.97,1003.0,0.001,913.655,37.984
42.986,1151.0,0.00087,1027.462,37.979
43.002,1182.0,0.00085,1071.066,37.973
43.018,1105.0,0.0009,1047.46,37.968
43.034,947.0,0.00106,988.59,37.962
43.05,873.0,0.00115,928.826,37.956
43.066,824.0,0.00121,886.247,37.951
43.082,775.0,0.00129,858.283,37.945
43.098,772.0,0.0013,825.088,37.94
43.114,693.0,0.00144,763.721,37.934
43.13,633.0,0.00158,667.783,37.928
43.146,479.0,0.00209,550.725,37.923
43.162,408.0,0.00245,431.636,37.917
43.178,289.0,0.00346,325.221,37.911
43.194,257.0,0.00389,239.49,37.906
43.21,180.0,0.00556,176.452,37.9
43.226,133.0,0.00752,133.625,37.895
43.242,115.0,0.0087,106.289,37.889
43.258,92.0,0.01087,89.475,37.883
43.274,81.0,0.01235,79.154,37.878
43.29,80.0,0.0125,72.606,37.872
43.306,61.0,0.01639,68.243,37.866
43.322,65.0,0.01538,65.264,37.861
43.338,54.0,0.01852,63.332,37.855
43.354,52.0,0.01923,62.424,37.849
43.37,55.0,0.01818,62.559,37.844
43.386,62.0,0.01613,63.752,37.838
43.402,64.0,0.01562,65.891,37.833
43.418,60.0,0.01667,68.609,37.827
43.434,57.0,0.01754,71.351,37.821
43.45,68.0,0.01471,73.302,37.816
43.466,69.0,0.01449,73.75,37.81
43.482,68.0,0.01471,72.625,37.804
43.498,60.0,0.01667,70.601,37.799
43.514,62.0,0.01613,68.515,37.793
43.53,62.0,0.01613,66.878,37.787
43.546,56.0,0.01786,65.698,37.782
43.562,55.0,0.01818,64.572,37.776
43.578,50.0,0.02,62.92,37.77
43.594,53.0,0.01887,60.463,37.765
43.61,54.0,0.01852,57.428,37.759
43.626,51.0,0.01961,54.263,37.753
43.642,47.0,0.02128,51.351,37.748
43.658,45.0,0.02222,48.919,37.742
43.674,50.0,0.02,47.05,37.736
43.69,45.0,0.02222,45.707,37.731
43.706,38.0,0.02632,44.787,37.725
43.722,44.0,0.02273,44.171,37.719
43.738,45.0,0.02222,43.753,37.714
43.754,41.0,0.02439,43.46,37.708
43.77,42.0,0.02381,43.245,37.702
43.786,44.0,0.02273,43.082,37.696
43.802,44.0,0.02273,42.959,37.691
43.818,42.0,0.02381,42.871,37.685
43.834,45.0,0.02222,42.813,37.679
43.85,45.0,0.02222,42.787,37.674
43.866,42.0,0.02381,42.794,37.668
43.882,46.0,0.02174,42.836,37.662
43.898,44.0,0.02273,42.918,37.657
43.914,40.0,0.025,43.045,37.651
43.93,41.0,0.02439,43.226,37.645
43.946,41.0,0.02439,43.478,37.64
43.962,49.0,0.02041,43.832,37.634
43.978,52.0,0.01923,44.346,37.628
43.994,54.0,0.01852,45.139,37.622
44.01,49.0,0.02041,46.434,37.617
44.026,63.0,0.01587,48.608,37.611
44.042,66.0,0.01515,52.232,37.605
44.058,66.0,0.01515,58.037,37.6
44.074,76.0,0.01316,66.768,37.594
44.09,101.0,0.0099,78.898,37.588
44.106,108.0,0.00926,94.284,37.582
44.122,132.0,0.00758,111.827,37.577
44.138,172.0,0.00581,129.303,37.571
44.154,218.0,0.00459,143.439,37.565
44.17,189.0,0.00529,150.922,37.559
44.186,209.0,0.00478,150.713,37.554
44.202,187.0,0.00535,145.227,37.548
44.218,185.0,0.00541,138.3,37.542
44.234,182.0,0.00549,132.707,37.537
44.25,156.0,0.00641,129.205,37.531
44.266,143.0,0.00699,126.544,37.525
44.282,147.0,0.0068,122.167,37.519
44.298,131.0,0.00763,114.194,37.514
44.314,124.0,0.00806,102.894,37.508
44.33,99.0,0.0101,90.085,37.502
44.346,78.0,0.01282,77.658,37.496
44.362,67.0,0.01493,66.901,37.491
44.378,82.0,0.0122,58.443,37.485
44.394,69.0,0.01449,52.327,37.479
44.41,47.0,0.02128,48.226,37.473
44.426,47.0,0.02128,45.594,37.468
44.442,41.0,0.02439,43.949,37.462
44.458,55.0,0.01818,42.908,37.456
44.474,39.0,0.02564,42.213,37.45
44.49,36.0,0.02778,41.712,37.445
44.506,40.0,0.025,41.326,37.439
44.522,44.0,0.02273,41.01,37.433
44.538,50.0,0.02,40.745,37.427
44.554,47.0,0.02128,40.516,37.421
44.57,48.0,0.02083,40.317,37.416
44.586,36.0,0.02778,40.143,37.41
44.602,39.0,0.02564,39.988,37.404
44.618,36.0,0.02778,39.85,37.398
44.634,31.0,0.03226,39.727,37.393
44.65,32.0,0.03125,39.616,37.387
44.666,40.0,0.025,39.515,37.381
44.682,40.0,0.025,39.424,37.375
44.698,32.0,0.03125,39.34,37.369
44.714,34.0,0.02941,39.263,37.364
44.73,35.0,0.02857,39.193,37.358
44.746,31.0,0.03226,39.128,37.352
44.762,32.0,0.03125,39.067,37.346
44.778,31.0,0.03226,39.011,37.341
44.794,28.0,0.03571,38.959,37.335
44.81,32.0,0.03125,38.911,37.329
44.826,33.0,0.0303,38.865,37.323
44.842,35.0,0.02857,38.823,37.317
44.858,31.0,0.03226,38.783,37.312
44.874,39.0,0.02564,38.746,37.306
44.89,43.0,0.02326,38.711,37.3
44.906,41.0,0.02439,38.678,37.294
44.922,40.0,0.025,38.647,37.288
44.938,36.0,0.02778,38.617,37.283
44.954,38.0,0.02632,38.59,37.277
44.97,42.0,0.02381,38.565,37.271
44.986,37.0,0.02703,38.541,37.265
45.002,36.0,0.02778,38.519,37.259
45.018,39.0,0.02564,38.498,37.253
45.034,40.0,0.025,38.48,37.248
45.05,33.0,0.0303,38.463,37.242
45.066,31.0,0.03226,38.448,37.236
45.082,40.0,0.025,38.436,37.23
45.098,40.0,0.025,38.426,37.224
45.114,37.0,0.02703,38.42,37.219
45.13,39.0,0.02564,38.42,37.213
45.146,43.0,0.02326,38.429,37.207
45.162,37.0,0.02703,38.455,37.201
45.178,32.0,0.03125,38.509,37.195
45.194,42.0,0.02381,38.606,37.189
45.21,43.0,0.02326,38.767,37.184
45.226,41.0,0.02439,39.009,37.178
45.242,40.0,0.025,39.341,37.172
45.258,41.0,0.02439,39.755,37.166
45.274,37.0,0.02703,40.216,37.16
45.29,32.0,0.03125,40.661,37.154
45.306,36.0,0.02778,41.002,37.148
45.322,44.0,0.02273,41.158,37.143
45.338,33.0,0.0303,41.116,37.137
45.354,36.0,0.02778,40.946,37.131
45.37,38.0,0.02632,40.749,37.125
45.386,38.0,0.02632,40.593,37.119
45.402,39.0,0.02564,40.494,37.113
45.418,32.0,0.03125,40.421,37.107
45.434,36.0,0.02778,40.306,37.102
45.45,41.0,0.02439,40.097,37.096
45.466,34.0,0.02941,39.797,37.09
45.482,36.0,0.02778,39.452,37.084
45.498,36.0,0.02778,39.11,37.078
45.514,33.0,0.0303,38.808,37.072
45.53,35.0,0.02857,38.565,37.066
45.546,44.0,0.02273,38.385,37.06
45.562,36.0,0.02778,38.259,37.055
45.578,41.0,0.02439,38.175,37.049
45.594,41.0,0.02439,38.12,37.043
45.61,35.0,0.02857,38.084,37.037
45.626,46.0,0.02174,38.058,37.031
45.642,41.0,0.02439,38.039,37.025
45.658,35.0,0.02857,38.023,37.019
45.674,48.0,0.02083,38.01,37.013
45.69,36.0,0.02778,37.998,37.008
45.706,42.0,0.02381,37.988,37.002
45.722,37.0,0.02703,37.979,36.996
45.738,48.0,0.02083,37.971,36.99
45.754,26.0,0.03846,37.964,36.984
45.77,36.0,0.02778,37.958,36.978
45.786,36.0,0.02778,37.952,36.972
45.802,33.0,0.0303,37.947,36.966
45.818,32.0,0.03125,37.943,36.96
45.834,39.0,0.02564,37.939,36.954
45.85,35.0,0.02857,37.935,36.949
45.866,32.0,0.03125,37.932,36.943
45.882,36.0,0.02778,37.93,36.937
45.898,37.0,0.02703,37.928,36.931
45.914,40.0,0.025,37.927,36.925
45.93,33.0,0.0303,37.926,36.919
45.946,30.0,0.03333,37.925,36.913
45.962,34.0,0.02941,37.924,36.907
45.978,41.0,0.02439,37.925,36.901
45.994,39.0,0.02564,37.926,36.895
46.01,38.0,0.02632,37.927,36.889
46.026,36.0,0.02778,37.929,36.883
46.042,41.0,0.02439,37.93,36.878
46.058,38.0,0.02632,37.933,36.872
46.074,44.0,0.02273,37.936,36.866
46.09,46.0,0.02174,37.94,36.86
46.106,41.0,0.02439,37.944,36.854
46.122,40.0,0.025,37.949,36.848
46.138,43.0,0.02326,37.954,36.842
46.154,37.0,0.02703,37.96,36.836
46.17,36.0,0.02778,37.966,36.83
46.186,42.0,0.02381,37.973,36.824
46.202,43.0,0.02326,37.981,36.818
46.218,41.0,0.02439,37.989,36.812
46.234,38.0,0.02632,37.998,36.806
46.25,35.0,0.02857,38.007,36.8
46.266,38.0,0.02632,38.017,36.794
46.282,37.0,0.02703,38.028,36.788
46.298,36.0,0.02778,38.04,36.782
46.314,37.0,0.02703,38.052,36.777
46.33,34.0,0.02941,38.066,36.771
46.346,37.0,0.02703,38.08,36.765
46.362,38.0,0.02632,38.095,36.759
46.378,35.0,0.02857,38.111,36.753
46.394,37.0,0.02703,38.128,36.747
46.41,38.0,0.02632,38.146,36.741
46.426,40.0,0.025,38.166,36.735
46.442,44.0,0.02273,38.186,36.729
46.458,41.0,0.02439,38.208,36.723
46.474,40.0,0.025,38.231,36.717
46.49,41.0,0.02439,38.255,36.711
46.506,39.0,0.02564,38.281,36.705
46.522,36.0,0.02778,38.308,36.699
46.538,35.0,0.02857,38.337,36.693
46.554,31.0,0.03226,38.367,36.687
46.57,41.0,0.02439,38.4,36.681
46.586,44.0,0.02273,38.434,36.675
46.602,42.0,0.02381,38.47,36.669
46.618,40.0,0.025,38.509,36.663
46.634,34.0,0.02941,38.55,36.657
46.65,32.0,0.03125,38.593,36.651
46.666,29.0,0.03448,38.639,36.645
46.682,38.0,0.02632,38.688,36.639
46.698,44.0,0.02273,38.74,36.633
46.714,48.0,0.02083,38.796,36.627
46.73,40.0,0.025,38.854,36.621
46.746,31.0,0.03226,38.917,36.615
46.762,34.0,0.02941,38.984,36.609
46.778,38.0,0.02632,39.06,36.603
46.794,39.0,0.02564,39.136,36.597
46.81,36.0,0.02778,39.217,36.591
46.826,29.0,0.03448,39.303,36.585
