23.257575757575758, -318.18181818181847
27.21027846027846, -318.18181818181847
28.527846027846024, -318.18181818181847
33.08763308763308, -282.82828282828314
36.12953862953863, -329.96632996633025
40.79101829101829, -306.3973063973067
43.426494676494684, -318.18181818181847
47.480889980889984, -329.96632996633025
49.811971061971065, -329.96632996633025
50.52177177177178, -341.750841750842
53.46027846027846, -318.18181818181847
55.689666939666935, -306.3973063973067
56.39912639912639, -306.3973063973067
59.13595413595414, -318.18181818181847
61.16298116298117, -318.18181818181847
